account_age,monthly_spend,TotalCharges,plan_type,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,support_tickets,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,customer_id,churn_label
105,13.803143437153617,614.1966063716278,2,1,1,0,1,1,37.57308266440068,15.037870511699523,4,3,2.898327886528814,0,1,18,1,1,LEQ2SPHHL6,0
48,18.75560156080844,614.1966063716278,1,1,1,0,0,2,15.506441464855827,136.2228235254136,40,1,4.358640745900814,7,0,24,0,1,GLTG31MOIR,0
93,12.858291118242857,1195.8210739965857,2,0,0,0,1,2,31.890309652577635,75.76074802901249,34,0,4.049705036434835,4,1,19,0,1,CA2PHT9NWH,0
112,15.746051614877238,614.1966063716278,0,1,1,0,1,1,12.520508359078098,94.3277797025814,49,1,2.518646280874435,5,0,14,1,1,GIJVMGRJFU,0
11,10.390014709578608,614.1966063716278,0,0,0,0,0,0,18.11417036804472,79.0322755441406,42,3,1.050335379381075,4,0,16,0,1,2L6HZ6JJGP,0
40,16.33146641838277,653.2586567353109,1,2,0,0,0,3,26.51838695844401,148.54782739979316,30,3,3.126181062675712,3,1,15,1,1,26HYTQ71V5,0
13,8.32602894657524,614.1966063716278,1,1,1,2,0,0,35.49507282178521,178.04306224404243,15,2,3.53170999321919,0,0,17,0,1,ASUKOF827I,0
7,12.169887642924763,130.0711559221928,0,0,1,0,1,1,10.419898601983482,171.95474354613768,23,1,2.7890563912185886,0,1,5,1,1,6NWTMMXFNE,0
71,18.392771296096853,1305.8867620228766,1,1,0,1,0,2,6.868602625628502,38.510915752894135,32,0,1.39952057312818,1,1,15,0,1,YW1TQF8ENJ,0
57,19.25634415105496,1097.6116166101328,1,0,0,1,0,1,32.227307074957395,165.49521791813314,7,1,2.898327886528814,5,1,23,0,1,JY57X5TRMO,0
75,5.321912124165693,399.14340931242697,0,1,0,2,1,0,13.28975989252179,141.2181047443308,0,0,2.898327886528814,3,0,18,0,1,LNQORYMH26,0
106,5.351388480214229,614.1966063716278,2,1,1,1,1,2,9.158522199687516,117.5164785245804,9,0,1.171765950934513,1,1,11,1,1,GH9A22N66B,0
35,13.459910271890804,614.1966063716278,1,3,0,1,0,2,25.142190240358747,32.68506048743759,4,1,2.593705056409075,6,1,1,1,1,VN65AE43O6,0
75,13.909022163181207,1043.1766622385906,2,1,1,0,0,1,17.301771364214957,23.653572238387955,13,0,4.017035880432854,4,1,2,0,1,KS9FTKV2DQ,1
36,15.922989831549245,614.1966063716278,0,3,0,0,0,0,23.094776176183945,161.38123273423747,3,1,2.898327886528814,3,1,2,0,1,WABF53RSD0,0
2,17.12165738657223,34.24331477314446,2,3,0,1,0,2,32.41006918545784,56.23631937610436,20,2,4.634447557451434,8,1,19,1,1,JCP7F0F4IZ,0
86,12.169887642924763,1253.0723111169552,2,1,1,1,1,0,21.46149818496841,77.77099424885388,28,3,3.210023765935128,0,1,12,1,1,PHPFEBIGBE,0
38,12.169887642924763,663.816373964833,2,0,1,0,1,2,19.596034431523737,54.34176131489776,2,2,4.355195065811586,0,1,1,0,1,8YUG2KSKFD,1
34,15.846287805812688,538.7737853976314,2,1,1,1,1,1,16.122368278119865,97.91702129378668,28,1,4.075564621623011,5,1,10,0,1,O2RVL1WTJQ,0
47,15.856125265686966,745.2378874872874,1,1,0,1,1,2,26.288753439288467,23.33021493588715,5,1,2.898327886528814,9,0,14,0,1,TWLBEGJPJE,1
25,11.512637969727292,614.1966063716278,0,1,1,2,1,2,28.29125948852876,84.80992993376218,47,3,2.898327886528814,7,0,13,1,1,JUSSZ0TYNB,0
77,17.084145045683787,1315.4791685176515,0,0,1,0,0,0,31.304300798505427,36.69464196111819,7,1,2.898327886528814,5,1,17,1,1,G7ZUOCOKKN,1
55,13.28379510486568,730.6087307676124,0,0,1,1,0,1,8.655617150629546,39.13592483637288,31,1,1.3577406268270755,6,0,10,0,1,KGINLK6E4A,1
100,8.569442146773776,856.9442146773775,2,0,1,1,0,3,9.916502461641532,35.82644275578191,1,2,1.1188134784803223,5,0,4,1,1,3UBWONJ9HM,0
34,8.894812618099067,302.4236290153683,1,3,0,0,1,2,5.28692148720788,149.7997293052415,13,2,3.157066954016217,8,0,6,1,1,NOEYROI0WW,0
44,12.169887642924763,811.7197284184109,0,3,1,1,1,1,28.31281687134884,34.96217159892621,24,1,2.4932275730791305,2,0,21,1,0,2639EQOIMD,0
14,5.651174540935654,79.11644357309915,1,2,1,2,0,1,32.31333870696665,36.21862678672311,43,1,4.034370196501071,2,1,16,0,1,XJSI88BT5K,0
117,15.908995425625095,1861.3524647981365,1,1,1,2,1,2,16.302056970487136,37.10177367549986,25,2,1.0480463292024194,1,1,21,0,1,DV417WR3H8,0
74,12.169887642924763,1467.3729482111548,0,2,1,0,1,3,21.48170004226006,80.07380831503697,33,1,3.4038980916910493,7,0,17,0,1,VKYYFI9JT0,0
18,5.227676036656794,94.09816865982228,2,2,1,2,0,1,28.17505236706256,36.557295856592944,26,0,2.898327886528814,4,0,2,1,1,LTP4SEXPBP,0
76,5.09848179125751,387.4846161355707,0,1,0,2,0,0,20.732478485092056,68.05434114403255,1,1,3.3124915638095405,9,0,16,0,1,X2HXQZDL41,0
63,10.937072836237483,689.0355886829615,2,0,1,0,1,2,28.34693307698313,9.346276166162806,46,1,2.7849523742473834,8,0,5,1,1,MYP0E84TGK,0
89,12.169887642924763,1643.8078590494374,2,3,1,2,1,2,5.564469963219186,39.82291650875301,2,1,1.7123752382327084,3,1,13,0,1,UOEK0FDKQI,0
114,11.348575137828478,1293.7375657124464,0,3,0,1,1,1,33.35674864352124,96.70465210858536,3,4,1.4900406507818698,2,0,14,1,1,D7V1GQP4ZS,0
92,12.7203998263147,1170.2767840209524,1,1,0,1,0,0,22.68228121233774,21.548617924508395,36,2,1.1132469825888562,7,1,24,1,1,BP4NVKDHAQ,0
96,12.846105704818378,1233.2261476625642,0,2,1,0,0,2,20.90232603601848,107.0719880327416,15,0,1.0177119765235636,4,1,10,1,1,VJPEAO45MX,0
54,9.033418657188756,487.8046074881928,0,0,0,1,1,1,15.189647972795315,137.9098836309627,19,2,2.898327886528814,5,1,14,1,0,QOKIE06Y78,0
29,6.513702582241343,188.89737488499887,2,3,0,1,1,0,1.5500911862577167,141.12349402710265,7,4,3.779706484544885,5,1,19,0,1,FB0YUU644W,0
44,16.200458747880333,712.8201849067347,0,2,1,2,0,2,18.395182215561697,98.8867499597631,28,3,2.5502701202218803,8,0,17,0,1,VGMSYM5ULT,0
5,13.15059559240584,65.7529779620292,0,0,0,0,0,1,33.51242193470541,105.7436217632179,0,0,2.898327886528814,1,1,21,1,1,BKKCQWPOHH,0
35,14.401350459551212,504.0472660842924,0,3,1,0,0,1,3.995640683200929,40.73587965140028,6,1,2.898327886528814,6,1,24,1,1,3VYTTJWF3S,1
43,10.873958350397947,467.5802090671118,2,1,0,0,1,0,3.134801626151836,108.5186458695218,41,2,4.478729695981276,4,1,10,0,0,6W8ONKVDV7,1
62,17.588552489037202,1090.4902543203066,1,1,1,0,0,2,22.396572906677804,103.3997529751133,14,1,1.107166243140051,7,0,24,0,1,8OHY4PJDVC,0
9,6.576820055715689,59.1913805014412,0,1,0,1,0,3,7.720693155352497,10.559541066290432,28,1,4.186817971269734,2,1,20,0,1,DB37V024VF,0
118,19.16117966988404,2261.0192010463165,2,2,0,0,1,1,12.0328826669826,98.32812236917376,36,0,2.898327886528814,9,1,21,0,1,LPF96SC93N,0
77,5.0746588625433295,390.7487324158364,0,1,0,2,1,2,12.714291550126278,28.488670024179104,7,4,2.91536710592108,5,0,22,0,1,3DWFDWQTFK,1
115,11.17884017925886,1285.5666206147691,2,2,0,2,1,0,29.103556133577,37.795793660763245,33,1,2.4887672286977645,2,0,6,0,1,UK3MUKUEJY,0
55,12.169887642924763,785.7810092633655,1,1,1,2,1,1,23.954938703430795,39.85908713012388,5,1,1.2474989172972917,4,0,16,1,1,FOX2BV2O4O,0
102,8.08677236248118,824.8507809730803,0,0,0,1,1,3,10.70578261982233,142.6347907356358,40,3,2.763539524687376,3,1,20,1,1,3RR2KKLO1L,0
83,8.86251816368866,735.5890075861588,1,1,0,0,0,1,12.340744773788511,60.42202889957744,47,2,2.898327886528814,8,1,5,1,1,4OUVQSSS9U,0
116,9.249865017444884,1072.9843420236064,0,2,0,1,1,0,20.312797492889903,11.444839606233693,40,1,1.4185011444851732,7,0,1,1,1,T9A50KD21Z,0
19,6.125514978180368,116.38478458542698,0,1,0,1,0,3,6.268261829487535,148.05977268262404,29,1,4.601373801728175,6,1,13,0,1,PO8QJ2Z8HO,0
64,19.15448811979087,1225.8872396666156,1,2,1,1,1,3,5.172751964024302,17.9131808936634,33,2,4.700071952851642,2,1,22,0,1,Y3V5G1HCTY,0
31,12.169887642924763,614.1966063716278,0,2,0,2,0,1,15.015741398643035,130.7261485547089,31,1,3.127755278498073,8,1,13,0,1,S74Y4BOE5G,0
85,12.169887642924763,979.0630663136844,2,0,0,0,0,2,18.06741365352505,77.21773933898096,20,1,2.219642137974664,5,1,15,1,1,YZG6NV5X4V,0
48,8.416702097829532,614.1966063716278,0,0,1,0,1,0,16.260158791498633,95.09496564396647,43,3,1.7401338957102466,6,1,7,0,1,XR2V49I6RU,1
53,19.3455289215684,1025.3130328431253,2,0,0,2,1,0,18.687848453148373,132.16334245258798,41,4,4.751308760111195,6,1,8,1,0,TE1OOM5V4T,0
7,9.1128719429902,614.1966063716278,2,1,0,1,0,2,27.35700682362576,51.54664080754543,46,2,3.4591711781058927,7,0,7,0,1,H34GMGSYE2,0
61,15.76363621062589,961.5818088481792,0,1,1,0,0,0,1.9894305369554488,39.31289643930539,9,4,3.5189666137990563,1,1,19,0,1,N0Z59F79IY,0
12,17.03979191644393,204.4775029973272,0,2,0,2,0,3,12.438822282735035,84.63725428791066,21,1,2.898327886528814,4,1,20,0,1,PMZMT39TM8,1
4,9.386695923147526,37.5467836925901,1,1,0,0,0,0,9.270005599414985,175.9761135380756,42,1,3.126003185395791,5,1,10,0,1,EB38S923C3,1
42,19.83102139620456,832.9028986405915,2,3,0,1,1,2,16.09530187134729,36.73064188810815,30,4,1.081123421956927,5,1,11,1,1,7S0GPYV37B,0
100,19.396173736538675,1939.617373653868,1,0,1,0,1,1,20.358297929519907,104.43224193252412,2,2,2.170086946412743,2,0,22,1,0,231LG9INNM,0
80,9.48589020829607,758.8712166636856,0,1,1,0,1,0,2.626301606900628,116.61427784011671,22,2,1.1897065602467478,3,1,4,1,1,XUARYP9U38,0
111,11.562251336256873,1283.4098983245126,2,0,0,2,1,2,12.013524906833638,144.89160554721454,35,2,3.166852573650912,2,1,10,1,1,1JMFNFQWJ0,0
116,12.169887642924763,1770.4980110734389,1,0,0,1,1,1,32.66562067070991,176.39442907160785,49,2,4.873188576305981,0,0,14,0,1,ZC098KOD0T,0
118,13.87000273722271,1636.6603229922798,0,0,0,0,0,1,35.52095590423361,73.8055581051465,11,1,1.6634121501999837,4,1,6,0,1,CIAX5QUITW,0
82,12.169887642924763,1542.532432754594,0,1,0,1,0,1,3.5527035246818803,105.6016161410674,17,2,2.898327886528814,8,1,21,1,1,9YWSEVZLZU,0
3,12.169887642924763,58.36260487727859,0,1,1,0,1,3,21.532312863904146,152.69344742836174,21,2,2.8040308996300096,5,1,9,0,1,SOENNLS0ZZ,0
4,16.417615078521955,65.67046031408782,2,1,1,0,1,0,8.31172346279708,144.9427458865527,25,1,4.656031491341742,2,1,10,0,1,9B218BRPRO,1
41,17.89602978504847,733.7372211869872,1,0,0,0,0,1,15.67358037842935,129.81507948309263,40,1,1.9414078142731563,3,0,17,0,1,01YBG6GK64,1
11,12.169887642924763,174.22661636463738,0,1,0,0,1,0,11.437871125998162,147.31150142811506,12,3,4.257620544643155,3,0,16,0,1,O7R5D8PQF5,0
7,8.525064686729877,59.67545280710914,0,1,1,1,0,2,21.75028547393415,135.67587847243323,1,0,3.8459357786084594,7,0,0,0,0,WSC1RLBU1U,1
17,13.002221873230502,221.03777184491847,0,1,1,2,0,1,1.5860062391532104,19.7113171701737,14,2,2.898327886528814,2,0,18,1,1,GEWJCYPGI4,0
82,6.150444199938391,614.1966063716278,1,2,0,2,1,3,5.997497332629694,136.08666579242876,3,3,1.0462969139179306,1,1,24,0,1,FLM86XY0XE,0
66,12.169887642924763,544.5814376608365,2,1,0,0,0,1,36.234348916344366,125.39373207819052,9,2,2.5977580049729285,8,1,12,0,1,JWX4CMXFI4,0
70,16.166624326927632,1131.6637028849343,2,1,1,0,1,0,36.67350746393423,38.27398071940524,35,1,2.357277318784772,5,1,4,0,1,9LF5Q2JZR2,0
89,9.530101642872546,848.1790462156566,1,0,0,2,1,0,36.03776269205813,178.83283994581635,48,2,2.898327886528814,3,1,8,0,1,WQ6NX0CG5C,0
24,19.41791573177973,466.0299775627135,1,1,0,2,0,2,3.3827333812788254,20.951269575129608,5,1,4.9858312107306375,0,1,7,0,1,P5RY6QRLHG,1
97,12.169887642924763,1099.1712876235058,1,1,0,2,0,2,15.24728865263233,164.30579940632202,49,3,2.898327886528814,7,1,7,1,1,17TTFHAES7,0
110,15.166130422833463,1668.274346511681,1,2,1,0,1,0,36.12130197250633,62.79114564088773,28,1,3.308581813387025,1,1,3,0,1,H2BDU1OFU2,0
105,6.150445615319935,645.7967896085931,2,1,0,1,1,2,8.89769076962934,105.03968174679557,22,1,3.4393438954918607,6,1,8,1,1,JC686RQTAE,0
11,8.489214301200647,93.38135731320712,1,1,0,0,0,1,30.41472180999645,98.79806395604362,7,4,2.898327886528814,2,1,18,1,1,VTJ25VJ28Y,1
53,12.872527100436292,682.2439363231234,0,0,0,1,0,3,23.066710158701177,65.0522177133737,17,0,4.3526175857554,6,0,5,0,1,O1SK1I75KK,0
15,12.169887642924763,118.9575328153379,0,0,1,2,1,2,29.795128404788468,130.1140424141006,40,0,3.128039602030774,8,1,22,0,1,247QBESC58,0
107,14.76106866305468,614.1966063716278,1,1,1,0,1,2,23.083070818564984,32.67446195079443,47,1,2.898327886528814,0,1,10,0,1,8HEN296WKP,0
30,12.54095276364538,376.22858290936136,0,2,0,1,0,2,21.74299630851965,91.52963779344702,11,0,2.898327886528814,8,0,17,0,1,FX63S23LYD,0
47,12.287810225465224,577.5270805968656,2,1,0,0,0,0,29.97745139872647,21.75473760061038,47,3,1.031957151089053,7,0,4,1,1,Z64ASRAUTL,0
25,6.595695867663478,164.89239669158695,2,1,0,0,0,1,26.07462861203633,143.59437467422416,49,1,2.898327886528814,2,1,24,1,1,QWSRP5WYZ7,0
5,10.4954664985474,52.477332492737,1,1,0,2,1,1,25.411044510632443,89.1811566226515,23,3,2.898327886528814,9,1,17,1,1,V93W1SHM2S,1
45,12.169887642924763,614.1966063716278,1,1,1,1,1,0,23.344589726117057,27.48166043885891,14,1,2.898327886528814,9,1,2,0,1,GW7PEJTX4J,1
73,19.128705185485032,614.1966063716278,1,1,1,2,1,1,21.119479811465865,107.88980526696962,11,0,3.831589560387096,0,0,17,0,1,S4PEXCPIYO,0
38,10.017764099463871,380.6750357796272,0,0,1,1,0,0,21.126200754006824,53.49851143158254,43,3,1.7913748003140793,2,0,17,0,1,1I391AU3SN,0
19,8.457707198909983,614.1966063716278,1,1,1,2,1,1,26.39754586852429,132.04553608763698,19,3,2.9303091404471413,2,1,13,0,1,JQ7BSBM6QG,0
21,13.66643901296748,286.99521927231706,1,1,1,1,1,0,21.85138638064378,129.21237616682754,29,1,2.1724684060878303,5,0,5,0,1,YYRK02CCBH,0
11,13.170454727648886,144.87500200413774,2,0,0,0,0,2,29.9633612118436,107.33257753330692,33,3,2.898327886528814,8,1,20,0,1,FUDOYZD85H,0
102,6.0248019223188605,614.5297960765238,2,1,0,1,0,3,7.460384593821323,123.0137927198905,18,1,4.755349323351794,6,0,5,0,1,3AFD9MOXI7,0
17,13.522917880226498,229.88960396385045,0,1,0,2,0,1,22.792908440800783,141.31874330730133,47,1,2.898327886528814,3,1,10,1,1,GVCL5UK6MS,0
20,17.110199358778544,342.2039871755709,0,0,1,2,0,1,15.787631004824402,116.37612830221416,44,1,2.898327886528814,1,0,9,0,1,GMVQP14J7R,1
97,16.275656988393322,1578.7387278741523,2,0,1,1,1,1,34.06903447743349,108.02268854909408,30,1,3.5650565241932903,4,0,8,0,1,TJGXX1GDMF,0
77,18.297768967466283,1408.928210494904,0,1,0,0,0,1,6.051547439756575,28.70683669416636,31,3,2.8509315532894184,3,1,24,1,1,TCRTN1NY13,0
29,19.61083832624199,568.7143114610177,1,2,0,0,1,2,5.44426027693831,162.60670650815462,24,1,2.898327886528814,9,1,9,1,1,J851EH2P0G,1
13,14.366032896784125,186.7584276581936,2,2,0,2,0,2,38.75530754863543,153.99489488344236,30,1,2.898327886528814,1,1,9,0,1,CWILI8TNWV,0
66,12.388186498385394,614.1966063716278,2,1,0,2,1,1,17.004804606663217,141.70386930440966,32,4,2.803667867281108,8,1,22,1,1,M0H4U2DO74,0
97,12.974295464688602,1258.5066600747944,1,0,0,2,0,1,37.98194032204093,28.12494460871709,13,1,1.50682492731885,0,0,8,0,1,0MQSP0FFYD,0
20,6.27116003064951,614.1966063716278,2,0,1,1,0,2,23.039116220914533,164.5259106847288,35,4,2.898327886528814,6,1,20,1,1,Y9EZJSHPQI,0
109,9.38060851535896,1022.4863281741266,0,2,1,0,0,1,9.26999612547397,176.5454196493865,19,0,2.898327886528814,7,1,14,1,1,S26SQPQ7U5,0
12,12.169887642924763,614.1966063716278,1,1,0,0,1,0,8.69292219500573,112.00826978052402,16,2,2.546980019745156,4,1,1,0,1,4UDTGLTDRJ,0
73,10.16498237620933,742.0437134632812,1,0,0,0,1,1,4.508917162502803,82.07110588413327,26,1,4.9662020244307215,8,1,11,0,1,G1EZWACNA8,0
81,11.123397759642774,614.1966063716278,1,2,1,2,1,2,36.55076771706211,14.451355615858622,18,1,2.898327886528814,1,1,3,1,1,U1AS552699,0
31,15.331898651755688,614.1966063716278,1,1,0,0,1,2,23.591600797740888,74.993271697025,46,2,2.898327886528814,8,0,16,0,1,LHJ6RVMAY4,0
67,7.47856678253236,614.1966063716278,0,2,0,0,0,2,16.479227720319315,175.5698300079166,27,1,2.8552242822584653,6,0,6,0,1,2QKQM0YL6O,0
111,12.169887642924763,633.7509011033223,0,2,1,1,1,1,5.909814890606804,146.00767361367838,41,0,2.898327886528814,2,1,13,1,1,7MCOJBKEGQ,0
84,8.259852081869433,693.8275748770324,0,1,1,1,1,2,22.785542638175908,40.27328112577096,22,1,3.7057851265124175,9,0,8,0,1,FQ8OK74DH7,0
8,5.077880532300947,40.623044258407575,1,3,0,2,0,1,39.766803916357695,22.28963128237305,23,2,2.8555586365901604,2,1,8,0,0,EIEJU2NT4X,1
91,16.10314786273294,614.1966063716278,0,1,1,0,1,1,10.525427243176836,124.5415931801759,24,0,2.898327886528814,8,1,0,1,1,PEAQVSJN15,0
48,11.698094475023009,561.5085348011044,1,2,1,2,1,2,38.20828019906854,148.67609017418195,3,0,2.898327886528814,7,0,7,0,1,3NHSEV9BWD,0
84,5.490695682409158,461.2184373223693,0,1,0,2,0,1,23.114952576419263,173.76966712923073,48,1,2.898327886528814,0,1,24,1,1,C1E00GDFIF,0
23,16.440794017445015,378.13826240123535,2,3,1,0,0,3,20.32316972517809,81.00480671742729,37,2,1.9561616567013929,0,1,13,0,1,SRLYYCTG1N,0
20,11.931644268411391,614.1966063716278,1,1,1,0,0,0,39.94908633151108,167.28778827238122,22,4,4.486612723543319,0,0,19,1,1,6E2G3DGYJ8,0
47,7.653821081170681,359.729590815022,0,1,0,0,0,2,24.091057651681776,107.66358505583884,34,1,2.282489014133381,4,1,19,0,1,YG39BTG0JU,0
17,6.33547577728245,107.70308821380164,1,1,0,2,1,0,21.36519955573926,12.281539498688025,33,4,2.942639572614379,1,1,12,1,1,KOU9J658LA,1
78,13.514736458378769,614.1966063716278,0,2,1,2,1,2,22.251844460259843,20.805032708529325,8,2,2.2824819252380544,4,0,11,0,1,LNX9DZELIL,1
31,15.094400756754125,467.9264234593779,0,1,0,1,1,1,25.329386111774667,44.71292218667863,6,3,4.9073677195442045,8,1,1,0,1,4UZI6T8G6Z,1
82,17.94181603836592,1471.2289151460056,0,1,0,0,1,2,25.81660092215561,87.50920802432552,15,2,4.486024901686662,0,0,2,0,1,UJIY8VEJUM,0
10,18.109325050785586,181.09325050785583,2,1,0,1,1,1,6.282211377642327,17.903775188397134,6,1,2.046840050741246,2,1,12,0,1,VJJIIWMC8P,1
108,15.764588382509544,614.1966063716278,1,1,0,2,0,2,32.28005168696103,35.30274162838366,41,2,2.898327886528814,6,0,6,0,1,JMROOGMJZ2,0
42,6.196803944156229,260.2657656545616,1,1,1,1,0,0,14.339368242176176,143.2009773201301,46,2,2.3731148623491625,8,1,3,0,1,CG6ER9JHQE,0
6,11.683048493276289,70.09829095965773,0,1,0,1,1,3,18.132085683310702,93.2455244906452,25,2,1.4151608998651724,5,1,9,1,0,VTW9ODT2N5,0
61,7.2978946698359,445.1715748599899,1,2,0,1,0,1,36.54831656594319,75.13292439580071,42,2,4.041741180004633,5,0,16,0,1,0KFIL7C3BI,0
72,12.547130923446543,903.3934264881512,0,3,1,2,0,1,29.003430888784845,172.01672256243293,49,2,2.898327886528814,7,0,18,0,1,N4572BLAAD,0
23,6.603572552302075,151.88216870294772,0,2,0,0,1,1,10.985892544668935,57.672409201234544,7,0,2.5690113749857204,5,1,13,0,1,Y2J7XGKB5H,0
109,6.469235518229604,705.1466714870269,1,3,0,1,1,1,38.57539354079538,77.10808963095495,41,2,2.898327886528814,8,1,3,1,1,FFPQV1LUXI,0
89,18.09509181209815,1610.4631712767357,2,3,0,1,0,3,10.527298742521875,162.88265568799685,30,4,3.1421368322004475,9,1,17,1,1,MR045Z9MKS,1
12,8.112030042805706,97.34436051366848,0,1,0,2,1,1,5.647159526916347,68.91863314573897,18,1,2.898327886528814,3,1,2,1,1,NGBJ5DCVMT,0
111,19.708103285885503,2187.599464733291,0,1,1,0,0,0,39.25544909901583,19.260463230309423,2,3,3.197938689326994,6,1,6,0,1,3PSTBL1FKV,0
19,12.169887642924763,172.12810936763324,1,1,1,0,1,2,39.54212203667458,56.42868455106032,6,4,2.898327886528814,6,1,16,1,1,UIGGYO790T,0
104,10.553373362146877,1097.550829663275,0,1,1,0,0,0,19.83670939523827,76.20078694024575,0,1,4.735324618967912,0,0,8,0,1,3BOFFMJ30P,0
65,13.219029420381702,859.2369123248106,1,1,0,2,0,0,32.991231326062305,38.51645316854204,1,3,2.258504909065864,3,0,14,0,1,O5H136RJQH,0
38,12.128170590480387,460.8704824382547,1,2,0,2,0,1,25.25485287111871,31.92085354195481,11,0,4.801749268256846,7,0,5,0,1,HDKULA3MU9,1
84,12.169887642924763,1500.2248217815134,2,2,0,1,1,3,18.1468928160791,13.969722445417736,25,4,2.898327886528814,3,1,17,1,1,RYCLOFFCVE,0
119,12.169887642924763,1696.6394172175098,0,2,1,2,0,2,16.119881637804482,34.087770638512694,13,0,2.9244333606041986,5,1,13,1,1,YIVE925TC8,0
46,12.539807289339716,576.8311353096269,0,1,0,1,0,0,21.868932964386257,159.94909015390323,7,2,4.764516330523669,7,1,8,1,1,930R5P83Z6,0
60,12.169887642924763,614.1966063716278,2,2,1,1,1,0,25.684915329767843,76.24934371023588,2,0,2.7314160717695004,6,0,19,1,1,MJZRU4WA8S,0
93,13.756863302716996,1279.3882871526807,1,1,0,1,1,1,12.538239360236547,33.39063036130063,26,3,4.856236716532466,6,0,19,0,1,10Y170E0E1,0
51,10.88024151511978,614.1966063716278,0,0,1,1,0,2,7.751116368946264,174.31913690609642,37,3,2.898327886528814,9,1,16,0,1,59X4IH1HIC,1
111,16.650779385143807,614.1966063716278,1,0,1,2,1,2,11.644274541624664,140.91000866221236,33,0,2.543315644604798,6,0,13,1,1,H62649TX8P,1
109,7.9519056979414735,614.1966063716278,2,2,1,2,1,2,12.233409755887186,54.87497871028249,25,1,2.794565743337865,4,1,10,0,1,0HYI0IZ5N5,1
62,11.613770448804424,720.0537678258743,0,0,1,1,0,3,28.679494215909013,25.63017617074289,14,2,2.898327886528814,9,0,18,1,1,DM97EUKZWZ,1
7,11.90562625011125,83.33938375077875,1,1,0,0,1,2,14.172734855527752,172.17025786390337,18,1,2.5298855895145005,5,0,11,1,1,08AXOX9Q5Y,1
25,5.446858713336654,136.17146783341636,2,2,1,1,1,3,9.87325863390076,105.06462925397382,21,2,3.861566638221021,7,1,4,0,0,DEN7OFO4CL,0
100,6.250829967058317,625.0829967058318,0,1,0,2,0,1,21.53166615836312,120.6712995401679,46,1,1.4599258659302188,7,1,0,0,1,3S7TJ4OCWW,0
39,12.94831049965256,504.9841094864499,1,1,0,2,1,2,39.77573721320426,174.33776351660717,6,3,2.898327886528814,0,1,12,1,1,MC56T2MJWG,0
32,5.673069670663678,614.1966063716278,2,1,0,0,1,2,29.034892813250565,40.7370442575787,21,1,4.050041476591598,8,1,10,0,1,YXGYWNE4G0,0
66,15.18451374519882,1002.1779071831222,0,2,0,1,1,2,17.177807432334316,118.44616218037793,45,1,2.898327886528814,9,0,8,0,1,JK3GWWWS0B,0
46,9.46254347525892,435.2769998619103,0,0,0,2,1,2,29.505190462993266,168.48727486216566,19,2,4.910469235420516,9,1,11,1,1,7RES9FLX3B,0
2,11.063221012489796,22.1264420249796,2,1,1,0,1,1,36.76282342782179,53.17093353966872,22,1,2.898327886528814,9,0,19,0,1,GLSECWZZV2,0
26,15.004693882880858,390.12204095490233,2,2,0,1,1,1,14.54632599401062,77.97565015995534,15,3,2.696275368453656,8,0,1,0,1,6CRFO1SD3P,1
55,19.739151788367288,1085.6533483602009,2,0,1,0,1,2,18.18957797837209,71.77331257907858,32,3,4.550036617931649,7,0,11,0,1,D0WWQ6QFVV,0
42,8.543056401652116,614.1966063716278,0,3,0,1,1,1,19.42110297082496,73.7162955260688,29,3,3.032379203777224,4,0,7,0,1,V3IJEAKL9G,0
45,15.89910740818408,715.4598333682836,1,2,1,2,1,2,24.55482173432768,139.67638335753853,11,0,1.5571606297431106,5,1,22,0,1,6HN2NKHUWW,1
71,12.169887642924763,640.6325733440036,2,0,0,2,1,0,17.413610790548788,121.21997277619536,38,1,4.479094752381743,5,0,7,1,1,3L5C58W61A,0
27,12.169887642924763,384.5071070069757,0,0,1,1,1,0,18.82591543971044,73.90780637797336,46,3,3.428949322297441,0,1,7,0,1,VWFVDQSNP5,0
58,11.134897437887158,645.8240513974552,2,2,1,2,0,0,22.34316602450081,96.65183686227851,25,1,1.378433257555201,8,0,9,0,1,D8EY1Q6P8M,0
26,14.805415349371136,384.9407990836495,1,1,1,0,0,3,28.081692230407,144.6063797813256,7,2,1.683918976651548,2,1,22,0,0,813JVSVGJS,1
14,12.169887642924763,274.6307761825812,2,1,0,1,0,3,11.685016361894684,148.78571600989872,21,4,2.898327886528814,4,1,9,0,1,E1KS2MG1T5,0
47,12.609980963237437,592.6691052721594,0,2,1,1,1,0,31.63022599392608,103.96773966951557,13,1,4.272910358037169,8,1,1,1,1,OYTFDPJFJK,0
52,8.167808887347096,614.1966063716278,1,2,0,0,1,3,19.115768981233604,104.02037618098892,21,3,3.841565630173904,7,0,17,0,0,ZDB8N9OOU7,0
111,9.58299437737957,1063.7123758891323,1,1,1,0,1,2,32.108294979080355,65.44636984842494,14,4,3.71112292607622,9,1,2,0,1,8KFJMLYOAR,0
18,9.684320200402254,174.31776360724058,0,1,0,2,1,1,11.725676937928863,137.11084597123138,35,4,2.2011082340547143,1,1,22,1,1,4F8NXLFK5A,0
